flight_date,month,day_of_week,dep_hour,airline,airline_name,origin,dest,origin_city,dest_city,distance,origin_weather,dest_weather,airport_congestion,aircraft_age,turnaround_time,maintenance_flag,carrier_delay_history,nas_delay,dep_delay_minutes,is_delayed
2023-08-25,8,4,11,NK,Spirit Airlines,SLC,DTW,Salt Lake City,Detroit,3268.8,Thunderstorm,Clear,51,19,32.9,0,17.1,0.0,10,0
2023-04-12,4,2,9,WN,Southwest Airlines,JFK,MSP,New York JFK,Minneapolis,2181.7,Thunderstorm,Thunderstorm,70,20,38.3,0,16.7,0.1,29,1
2023-03-22,3,2,20,WN,Southwest Airlines,ORD,LAX,Chicago O'Hare,Los Angeles,3527.8,Wind,Cloudy,95,18,24.7,0,14.2,4.5,39,1
2023-09-16,9,5,13,AS,Alaska Airlines,DFW,BWI,Dallas/Fort Worth,Baltimore,2315.2,Thunderstorm,Wind,73,6,95.6,1,11.9,0.0,-3,0
2023-08-19,8,5,9,B6,JetBlue Airways,ORD,LGA,Chicago O'Hare,New York LaGuardia,1689.8,Cloudy,Fog,75,12,51.5,1,0.4,0.0,89,1
2023-09-05,9,1,10,WN,Southwest Airlines,PHL,DFW,Philadelphia,Dallas/Fort Worth,2552.7,Thunderstorm,Fog,60,13,15.0,1,3.7,0.0,224,1
2023-11-23,11,3,12,F9,Frontier Airlines,SFO,MSP,San Francisco,Minneapolis,3327.3,Cloudy,Wind,71,17,46.7,0,7.8,0.0,69,1
2023-07-07,7,4,12,AS,Alaska Airlines,BOS,SLC,Boston,Salt Lake City,4584.0,Fog,Cloudy,80,4,55.0,0,13.0,2.7,0,0
2023-04-16,4,6,20,DL,Delta Air Lines,MSP,DEN,Minneapolis,Denver,1312.1,Fog,Thunderstorm,68,6,38.8,0,17.5,4.7,10,0
2023-04-16,4,6,16,AS,Alaska Airlines,MSP,LAS,Minneapolis,Las Vegas,2650.8,Cloudy,Wind,53,7,44.7,0,22.9,3.6,7,0
2023-04-03,4,0,12,AA,American Airlines,ORD,MIA,Chicago O'Hare,Miami,1920.3,Rain,Cloudy,83,22,18.1,0,9.3,0.0,39,1
2023-03-07,3,1,21,WN,Southwest Airlines,SLC,DFW,Salt Lake City,Dallas/Fort Worth,1939.4,Wind,Snow,55,23,54.2,1,32.2,0.0,150,1
2023-06-19,6,0,13,UA,United Airlines,LGA,DTW,New York LaGuardia,Detroit,1112.3,Snow,Fog,80,9,33.1,0,2.1,0.0,139,1
2023-02-28,2,1,22,AS,Alaska Airlines,LGA,JFK,New York LaGuardia,New York JFK,200.0,Wind,Cloudy,92,13,69.0,0,21.0,0.0,81,1
2023-01-12,1,3,19,WN,Southwest Airlines,MIA,LAX,Miami,Los Angeles,4249.1,Fog,Cloudy,91,7,44.0,0,8.2,0.0,59,1
2023-03-20,3,0,10,WN,Southwest Airlines,LAX,SLC,Los Angeles,Salt Lake City,997.2,Rain,Thunderstorm,97,16,37.6,0,6.4,0.0,6,0
2023-09-13,9,2,12,AS,Alaska Airlines,DTW,CLT,Detroit,Charlotte,844.8,Clear,Rain,54,12,46.8,0,6.0,0.0,10,0
2023-04-13,4,3,22,F9,Frontier Airlines,ATL,MCO,Atlanta,Orlando,779.3,Cloudy,Rain,102,16,67.6,0,22.6,8.3,64,1
2023-06-07,6,2,12,UA,United Airlines,ORD,BWI,Chicago O'Hare,Baltimore,1377.1,Snow,Wind,77,2,44.8,0,14.9,8.4,110,1
2023-07-17,7,0,21,B6,JetBlue Airways,SFO,MCO,San Francisco,Orlando,4714.7,Fog,Clear,70,15,15.0,0,15.2,2.7,29,1
2023-10-31,10,1,20,DL,Delta Air Lines,MCO,PHL,Orlando,Philadelphia,1342.5,Cloudy,Thunderstorm,82,7,46.2,0,16.1,4.8,-5,0
2023-05-28,5,6,22,UA,United Airlines,SLC,BOS,Salt Lake City,Boston,4511.2,Snow,Fog,53,7,23.2,0,5.2,0.0,9,0
2023-01-21,1,5,14,AS,Alaska Airlines,SLC,LGA,Salt Lake City,New York LaGuardia,4229.3,Snow,Snow,49,23,23.7,0,0.0,0.0,1,0
2023-01-16,1,0,21,B6,JetBlue Airways,MCO,SLC,Orlando,Salt Lake City,3656.3,Rain,Cloudy,62,11,32.0,0,7.4,2.4,9,0
2023-05-01,5,0,15,WN,Southwest Airlines,BOS,JFK,Boston,New York JFK,292.4,Wind,Snow,81,16,15.0,0,19.1,0.0,11,0
2023-03-21,3,1,9,UA,United Airlines,DEN,MSP,Denver,Minneapolis,1356.9,Cloudy,Rain,72,15,42.1,0,23.8,0.0,8,0
2023-10-22,10,6,20,NK,Spirit Airlines,DTW,DFW,Detroit,Dallas/Fort Worth,1867.4,Cloudy,Thunderstorm,62,18,36.1,0,24.5,4.4,5,0
2023-09-26,9,1,6,UA,United Airlines,ATL,JFK,Atlanta,New York JFK,1449.4,Wind,Fog,64,23,37.1,0,27.9,0.0,9,0
2023-01-28,1,5,9,UA,United Airlines,LGA,LAS,New York LaGuardia,Las Vegas,4666.0,Snow,Cloudy,93,11,52.8,0,6.2,0.0,21,1
2023-07-15,7,5,17,F9,Frontier Airlines,MSP,LAS,Minneapolis,Las Vegas,2692.2,Cloudy,Thunderstorm,77,21,50.1,0,18.6,0.0,15,1
2023-02-05,2,6,10,AA,American Airlines,MIA,LGA,Miami,New York LaGuardia,1834.3,Snow,Cloudy,81,24,35.1,0,3.8,4.9,120,1
2023-11-17,11,4,22,AA,American Airlines,DTW,LAS,Detroit,Las Vegas,3521.9,Fog,Clear,62,7,64.9,0,12.3,0.0,22,1
2023-11-19,11,6,16,AA,American Airlines,DFW,SFO,Dallas/Fort Worth,San Francisco,2847.1,Thunderstorm,Thunderstorm,70,15,31.8,0,15.0,2.5,89,1
2023-06-01,6,3,20,F9,Frontier Airlines,MSP,DEN,Minneapolis,Denver,1432.0,Rain,Snow,55,22,40.0,0,11.8,0.0,145,1
2023-12-07,12,3,18,F9,Frontier Airlines,SFO,DTW,San Francisco,Detroit,4317.8,Fog,Snow,100,13,15.0,0,22.8,0.0,15,1
2023-12-25,12,0,11,AA,American Airlines,LAS,MIA,Las Vegas,Miami,4091.7,Wind,Rain,77,11,52.8,0,11.5,0.0,15,1
2023-09-11,9,0,19,B6,JetBlue Airways,MCO,SLC,Orlando,Salt Lake City,3493.4,Cloudy,Snow,91,21,66.7,1,14.7,1.7,187,1
2023-12-07,12,3,8,B6,JetBlue Airways,SLC,DEN,Salt Lake City,Denver,816.6,Rain,Clear,72,7,45.6,0,31.6,0.0,13,0
2023-10-08,10,6,11,UA,United Airlines,BOS,CLT,Boston,Charlotte,1366.9,Clear,Clear,65,18,52.9,0,16.6,0.0,4,0
2023-09-22,9,4,11,WN,Southwest Airlines,SEA,MCO,Seattle,Orlando,5039.1,Rain,Wind,63,6,29.9,0,37.2,0.0,0,0
2023-01-09,1,0,17,F9,Frontier Airlines,LAX,DFW,Los Angeles,Dallas/Fort Worth,2338.7,Thunderstorm,Thunderstorm,109,23,55.8,0,17.2,0.0,6,0
2023-04-06,4,3,10,UA,United Airlines,CLT,JFK,Charlotte,New York JFK,991.8,Cloudy,Wind,70,3,63.5,0,1.6,0.0,3,0
2023-08-03,8,3,19,AA,American Airlines,DFW,MIA,Dallas/Fort Worth,Miami,2111.3,Clear,Thunderstorm,103,6,34.3,0,27.0,2.1,0,0
2023-04-27,4,3,20,DL,Delta Air Lines,PHX,SFO,Phoenix,San Francisco,1267.2,Cloudy,Fog,65,14,33.0,0,0.0,10.7,48,1
2023-09-22,9,4,10,AA,American Airlines,PHX,SLC,Phoenix,Salt Lake City,792.6,Rain,Wind,74,24,17.4,0,25.1,4.4,76,1
2023-02-19,2,6,10,NK,Spirit Airlines,ATL,CLT,Atlanta,Charlotte,384.4,Cloudy,Cloudy,83,1,63.3,0,22.2,0.0,12,0
2023-08-24,8,3,14,WN,Southwest Airlines,LAS,ORD,Las Vegas,Chicago O'Hare,3078.5,Rain,Thunderstorm,76,9,51.4,0,23.8,0.0,305,1
2023-04-24,4,0,18,AS,Alaska Airlines,JFK,ORD,New York JFK,Chicago O'Hare,1541.7,Thunderstorm,Clear,108,20,40.5,0,0.0,0.0,15,1
2023-11-06,11,0,18,WN,Southwest Airlines,JFK,DFW,New York JFK,Dallas/Fort Worth,2645.1,Wind,Snow,109,5,39.6,0,3.4,0.0,36,1
2023-07-25,7,1,12,UA,United Airlines,MIA,PHL,Miami,Philadelphia,1696.6,Fog,Clear,72,24,53.6,0,23.1,0.0,2,0
2023-09-18,9,0,7,NK,Spirit Airlines,DFW,MSP,Dallas/Fort Worth,Minneapolis,1329.1,Snow,Fog,115,5,51.0,0,24.9,0.0,73,1
2023-07-15,7,5,11,B6,JetBlue Airways,SEA,JFK,Seattle,New York JFK,5425.8,Clear,Clear,65,5,63.1,1,4.0,0.0,-5,0
2023-09-21,9,3,21,F9,Frontier Airlines,MIA,SFO,Miami,San Francisco,4891.4,Rain,Fog,74,15,29.2,1,7.4,3.2,175,1
2023-05-11,5,3,10,UA,United Airlines,LAX,BWI,Los Angeles,Baltimore,4764.3,Snow,Clear,86,5,55.7,1,2.0,0.0,162,1
2023-02-03,2,4,20,UA,United Airlines,ORD,LAX,Chicago O'Hare,Los Angeles,3546.9,Snow,Clear,87,19,58.4,0,24.4,0.0,15,1
2023-08-01,8,1,19,F9,Frontier Airlines,SFO,SLC,San Francisco,Salt Lake City,1147.4,Snow,Clear,91,13,54.0,0,15.5,4.1,117,1
2023-12-12,12,1,21,NK,Spirit Airlines,DTW,LAS,Detroit,Las Vegas,3577.9,Snow,Cloudy,63,15,30.0,0,0.0,1.4,59,1
2023-07-01,7,5,14,AS,Alaska Airlines,SFO,PHL,San Francisco,Philadelphia,5282.3,Clear,Wind,71,17,65.8,0,0.0,0.0,57,1
2023-01-18,1,2,11,DL,Delta Air Lines,BOS,DTW,Boston,Detroit,1309.3,Snow,Cloudy,81,8,43.3,0,8.2,0.0,0,0
2023-11-15,11,2,20,AA,American Airlines,ORD,JFK,Chicago O'Hare,New York JFK,1588.9,Wind,Clear,85,10,50.1,0,16.9,0.0,5,0
2023-10-05,10,3,5,DL,Delta Air Lines,CLT,MSP,Charlotte,Minneapolis,1723.6,Thunderstorm,Wind,53,4,55.1,0,0.0,0.0,42,1
2023-09-19,9,1,12,F9,Frontier Airlines,SEA,LGA,Seattle,New York LaGuardia,5414.6,Snow,Thunderstorm,59,18,36.0,0,30.9,0.0,11,0
2023-01-21,1,5,5,WN,Southwest Airlines,MIA,SLC,Miami,Salt Lake City,3948.3,Rain,Rain,66,8,42.7,0,24.8,0.0,15,1
2023-09-05,9,1,15,UA,United Airlines,DEN,LAS,Denver,Las Vegas,1204.5,Snow,Cloudy,75,19,40.3,0,15.4,3.0,360,1
2023-12-19,12,1,14,AA,American Airlines,DFW,MCO,Dallas/Fort Worth,Orlando,1734.0,Snow,Cloudy,87,23,23.5,0,10.4,3.4,15,1
2023-02-23,2,3,14,UA,United Airlines,SEA,LGA,Seattle,New York LaGuardia,5406.8,Clear,Snow,61,20,20.8,0,27.3,0.0,15,1
2023-12-09,12,5,11,DL,Delta Air Lines,JFK,PHX,New York JFK,Phoenix,4312.8,Snow,Wind,83,14,44.3,0,13.2,0.0,6,0
2023-05-08,5,0,12,DL,Delta Air Lines,LAS,ATL,Las Vegas,Atlanta,3368.5,Rain,Snow,72,18,47.3,0,34.7,0.0,5,0
2023-10-31,10,1,7,DL,Delta Air Lines,LAX,LAS,Los Angeles,Las Vegas,383.0,Thunderstorm,Fog,129,19,57.0,0,18.2,0.0,11,0
2023-02-26,2,6,15,WN,Southwest Airlines,CLT,DTW,Charlotte,Detroit,782.7,Fog,Cloudy,65,18,55.2,0,3.9,0.0,17,1
2023-08-17,8,3,12,AS,Alaska Airlines,BWI,BOS,Baltimore,Boston,667.4,Cloudy,Clear,57,10,27.4,0,16.6,0.0,80,1
2023-08-25,8,4,19,DL,Delta Air Lines,SEA,LGA,Seattle,New York LaGuardia,5457.2,Fog,Cloudy,93,11,38.2,0,23.3,16.3,19,1
2023-07-18,7,1,11,UA,United Airlines,MCO,CLT,Orlando,Charlotte,739.8,Rain,Clear,81,15,43.0,0,21.4,0.0,103,1
2023-12-30,12,5,12,WN,Southwest Airlines,PHX,BWI,Phoenix,Baltimore,3939.5,Clear,Snow,72,4,35.7,0,23.5,0.0,-1,0
2023-03-12,3,6,20,UA,United Airlines,MCO,PHL,Orlando,Philadelphia,1524.9,Clear,Rain,81,19,28.8,1,12.0,9.4,99,1
2023-10-24,10,1,10,NK,Spirit Airlines,BWI,PHX,Baltimore,Phoenix,3934.7,Snow,Thunderstorm,50,13,32.8,0,18.5,0.0,25,1
2023-04-26,4,2,18,UA,United Airlines,BOS,LAX,Boston,Los Angeles,5325.5,Thunderstorm,Clear,87,6,51.6,0,9.9,2.1,9,0
2023-09-17,9,6,14,DL,Delta Air Lines,LAS,ORD,Las Vegas,Chicago O'Hare,3036.7,Rain,Clear,75,24,23.2,0,2.8,0.0,21,1
2023-03-30,3,3,8,WN,Southwest Airlines,JFK,MSP,New York JFK,Minneapolis,2294.7,Rain,Wind,111,18,15.0,0,7.6,0.0,183,1
2023-12-30,12,5,10,WN,Southwest Airlines,CLT,ORD,Charlotte,Chicago O'Hare,1056.9,Rain,Snow,69,18,61.1,0,15.9,0.0,131,1
2023-10-27,10,4,12,B6,JetBlue Airways,LAS,SFO,Las Vegas,San Francisco,837.6,Wind,Thunderstorm,59,5,58.5,0,6.1,5.0,65,1
2023-01-02,1,0,19,F9,Frontier Airlines,LAX,MCO,Los Angeles,Orlando,4158.3,Fog,Clear,124,14,71.2,0,9.3,0.0,19,1
2023-08-27,8,6,9,WN,Southwest Airlines,DTW,CLT,Detroit,Charlotte,908.3,Rain,Clear,65,13,41.6,0,21.2,0.0,-1,0
2023-03-31,3,4,10,AS,Alaska Airlines,LAX,PHL,Los Angeles,Philadelphia,4806.4,Fog,Thunderstorm,76,23,33.5,1,1.4,0.0,267,1
2023-08-14,8,0,14,NK,Spirit Airlines,DEN,PHX,Denver,Phoenix,1116.0,Clear,Rain,66,2,30.8,0,10.2,0.0,10,0
2023-02-11,2,5,19,WN,Southwest Airlines,PHX,DEN,Phoenix,Denver,1014.4,Rain,Wind,85,6,54.6,0,23.9,0.0,138,1
2023-02-15,2,2,16,AA,American Airlines,DTW,SLC,Detroit,Salt Lake City,3114.5,Rain,Wind,64,7,37.9,0,11.5,0.0,0,0
2023-03-26,3,6,7,F9,Frontier Airlines,DTW,ATL,Detroit,Atlanta,1049.2,Fog,Snow,79,10,34.5,0,19.9,2.5,29,1
2023-06-02,6,4,11,WN,Southwest Airlines,LAX,CLT,Los Angeles,Charlotte,4143.0,Wind,Clear,93,15,78.4,0,27.6,0.4,6,0
2023-02-17,2,4,11,F9,Frontier Airlines,MSP,SLC,Minneapolis,Salt Lake City,2146.5,Cloudy,Fog,53,5,17.5,0,6.0,1.3,9,0
2023-01-26,1,3,8,WN,Southwest Airlines,ATL,DTW,Atlanta,Detroit,1016.0,Fog,Rain,135,20,71.0,0,9.9,0.0,35,1
2023-02-06,2,0,21,WN,Southwest Airlines,MIA,LAS,Miami,Las Vegas,4118.6,Cloudy,Rain,83,21,52.2,0,1.9,10.8,7,0
2023-01-27,1,4,16,AS,Alaska Airlines,LAS,MIA,Las Vegas,Miami,4030.5,Rain,Thunderstorm,65,22,28.4,0,25.5,0.0,50,1
2023-01-10,1,1,14,AA,American Airlines,SEA,DFW,Seattle,Dallas/Fort Worth,3243.6,Cloudy,Fog,66,7,54.3,0,2.6,0.0,15,1
2023-02-20,2,0,8,AS,Alaska Airlines,CLT,LAS,Charlotte,Las Vegas,3851.5,Cloudy,Rain,96,4,41.4,0,6.4,1.6,174,1
2023-05-19,5,4,13,DL,Delta Air Lines,SLC,PHX,Salt Lake City,Phoenix,769.2,Cloudy,Snow,57,1,72.7,0,13.4,0.0,0,0
2023-03-16,3,3,14,AS,Alaska Airlines,LAX,LAS,Los Angeles,Las Vegas,476.0,Fog,Cloudy,93,21,22.8,0,22.3,0.0,55,1
2023-08-14,8,0,8,B6,JetBlue Airways,LAX,DEN,Los Angeles,Denver,1688.3,Fog,Rain,101,13,57.2,1,45.0,0.0,6,0
2023-05-19,5,4,16,AA,American Airlines,PHL,BOS,Philadelphia,Boston,582.8,Rain,Snow,63,3,18.7,0,0.0,0.1,0,0
2023-07-18,7,1,9,F9,Frontier Airlines,SLC,ATL,Salt Lake City,Atlanta,3178.6,Rain,Thunderstorm,63,6,32.9,0,16.7,0.0,14,0
2023-01-06,1,4,8,WN,Southwest Airlines,ATL,LGA,Atlanta,New York LaGuardia,1444.9,Wind,Thunderstorm,116,18,43.4,0,8.3,0.0,15,1
2023-10-07,10,5,13,DL,Delta Air Lines,BOS,ATL,Boston,Atlanta,1699.3,Snow,Cloudy,79,1,43.8,0,23.1,0.0,12,0
2023-06-04,6,6,17,WN,Southwest Airlines,SFO,MSP,San Francisco,Minneapolis,3420.6,Clear,Rain,91,7,41.8,0,15.4,1.1,1,0
2023-01-10,1,1,12,UA,United Airlines,PHX,MSP,Phoenix,Minneapolis,2409.8,Fog,Snow,72,16,48.6,0,26.0,0.0,10,0
2023-10-24,10,1,21,UA,United Airlines,LAS,LAX,Las Vegas,Los Angeles,471.6,Rain,Fog,62,15,49.5,0,7.3,0.0,36,1
2023-12-30,12,5,13,WN,Southwest Airlines,DEN,ATL,Denver,Atlanta,2422.6,Thunderstorm,Wind,69,1,66.7,1,12.2,0.0,320,1
2023-01-13,1,4,20,UA,United Airlines,ORD,JFK,Chicago O'Hare,New York JFK,1640.2,Snow,Fog,93,17,33.0,0,17.9,0.0,113,1
2023-02-05,2,6,18,WN,Southwest Airlines,LGA,JFK,New York LaGuardia,New York JFK,200.0,Wind,Snow,109,6,43.1,0,10.6,1.0,55,1
2023-07-01,7,5,22,UA,United Airlines,LGA,ORD,New York LaGuardia,Chicago O'Hare,1611.2,Rain,Snow,83,10,73.7,0,0.0,0.0,209,1
2023-08-21,8,0,21,UA,United Airlines,CLT,ORD,Charlotte,Chicago O'Hare,1039.0,Clear,Wind,57,22,54.2,0,14.1,0.0,53,1
2023-12-22,12,4,12,AS,Alaska Airlines,PHX,LAS,Phoenix,Las Vegas,486.6,Rain,Cloudy,66,23,28.0,0,0.8,0.0,0,0
2023-06-30,6,4,12,UA,United Airlines,DEN,PHX,Denver,Phoenix,1012.9,Wind,Rain,84,3,32.2,0,5.4,4.7,7,0
2023-08-05,8,5,5,WN,Southwest Airlines,BWI,BOS,Baltimore,Boston,818.5,Wind,Rain,47,12,60.0,0,9.8,0.0,9,0
2023-05-25,5,3,8,AS,Alaska Airlines,MCO,LAS,Orlando,Las Vegas,3841.5,Cloudy,Wind,106,22,54.4,0,14.9,0.0,15,1
2023-07-30,7,6,6,NK,Spirit Airlines,PHL,SEA,Philadelphia,Seattle,5186.9,Thunderstorm,Fog,56,22,15.0,0,2.8,0.0,81,1
2023-11-19,11,6,16,B6,JetBlue Airways,SFO,ATL,San Francisco,Atlanta,4218.2,Wind,Fog,66,10,45.5,0,18.8,0.8,15,1
2023-07-19,7,2,18,B6,JetBlue Airways,PHL,DFW,Philadelphia,Dallas/Fort Worth,2498.6,Thunderstorm,Thunderstorm,95,3,62.1,0,9.9,0.0,60,1
2023-02-05,2,6,20,NK,Spirit Airlines,PHX,BWI,Phoenix,Baltimore,4005.5,Snow,Cloudy,69,16,39.5,0,28.3,2.4,19,1
2023-07-31,7,0,12,B6,JetBlue Airways,PHL,MSP,Philadelphia,Minneapolis,2091.3,Snow,Snow,71,5,29.5,0,7.7,3.2,94,1
2023-07-26,7,2,13,WN,Southwest Airlines,DEN,LAS,Denver,Las Vegas,1191.3,Wind,Fog,74,10,52.6,0,18.1,0.0,178,1
2023-07-08,7,5,17,B6,JetBlue Airways,LGA,ORD,New York LaGuardia,Chicago O'Hare,1556.8,Fog,Snow,123,14,44.0,0,8.2,0.0,69,1
2023-10-27,10,4,11,B6,JetBlue Airways,DEN,MCO,Denver,Orlando,2921.4,Cloudy,Thunderstorm,65,7,29.3,0,0.0,0.0,3,0
2023-11-05,11,6,12,AA,American Airlines,JFK,LGA,New York JFK,New York LaGuardia,200.0,Fog,Thunderstorm,76,12,15.0,0,16.4,0.0,156,1
2023-11-27,11,0,7,F9,Frontier Airlines,DEN,JFK,Denver,New York JFK,3465.0,Rain,Clear,91,2,57.3,1,16.4,0.0,124,1
2023-09-15,9,4,19,DL,Delta Air Lines,JFK,CLT,New York JFK,Charlotte,967.9,Fog,Rain,109,22,29.2,0,9.0,0.0,18,1
2023-07-13,7,3,18,UA,United Airlines,CLT,LGA,Charlotte,New York LaGuardia,896.2,Snow,Rain,78,22,26.9,0,13.3,2.2,237,1
2023-06-06,6,1,13,DL,Delta Air Lines,MIA,BWI,Miami,Baltimore,1596.1,Clear,Thunderstorm,66,3,15.0,1,39.6,0.0,63,1
2023-04-29,4,5,21,B6,JetBlue Airways,BOS,BWI,Boston,Baltimore,751.8,Fog,Thunderstorm,73,21,41.4,0,12.2,0.0,65,1
2023-03-09,3,3,11,NK,Spirit Airlines,PHX,PHL,Phoenix,Philadelphia,4155.4,Thunderstorm,Cloudy,63,19,60.8,0,11.9,0.0,148,1
2023-06-12,6,0,7,NK,Spirit Airlines,SLC,ORD,Salt Lake City,Chicago O'Hare,2738.3,Clear,Snow,73,2,29.3,0,17.7,0.0,139,1
2023-05-23,5,1,22,AS,Alaska Airlines,LAS,PHX,Las Vegas,Phoenix,507.1,Thunderstorm,Rain,71,11,53.6,0,12.8,1.5,154,1
2023-12-21,12,3,12,WN,Southwest Airlines,PHX,SEA,Phoenix,Seattle,1877.2,Cloudy,Rain,61,23,36.8,0,14.4,2.2,58,1
2023-04-14,4,4,8,AA,American Airlines,ORD,LGA,Chicago O'Hare,New York LaGuardia,1548.9,Fog,Rain,100,17,64.4,0,24.1,0.0,180,1
2023-06-18,6,6,13,F9,Frontier Airlines,DTW,MSP,Detroit,Minneapolis,1226.6,Rain,Rain,63,8,45.0,0,12.6,0.0,15,1
2023-08-27,8,6,11,AS,Alaska Airlines,ATL,CLT,Atlanta,Charlotte,391.2,Cloudy,Thunderstorm,90,2,45.1,0,6.6,8.5,17,1
2023-03-21,3,1,18,NK,Spirit Airlines,LAX,JFK,Los Angeles,New York JFK,4969.0,Fog,Snow,105,13,58.0,0,8.5,0.0,15,1
2023-12-17,12,6,9,B6,JetBlue Airways,DTW,BWI,Detroit,Baltimore,716.9,Snow,Snow,64,13,30.0,0,37.0,2.8,154,1
2023-11-10,11,4,14,WN,Southwest Airlines,BWI,SEA,Baltimore,Seattle,5108.7,Snow,Thunderstorm,65,9,36.7,0,24.3,0.0,7,0
2023-11-04,11,5,11,AA,American Airlines,MSP,DTW,Minneapolis,Detroit,1133.2,Clear,Fog,61,15,40.9,0,24.8,0.0,15,1
2023-10-08,10,6,12,AA,American Airlines,SFO,SLC,San Francisco,Salt Lake City,1189.3,Fog,Fog,71,13,57.9,0,16.5,0.0,38,1
2023-07-22,7,5,15,AS,Alaska Airlines,DFW,LAX,Dallas/Fort Worth,Los Angeles,2423.7,Cloudy,Clear,88,1,48.2,0,11.4,0.0,0,0
2023-10-07,10,5,11,F9,Frontier Airlines,SEA,DFW,Seattle,Dallas/Fort Worth,3168.7,Snow,Clear,57,21,34.5,0,10.0,0.0,17,1
2023-03-26,3,6,22,UA,United Airlines,BWI,JFK,Baltimore,New York JFK,298.1,Snow,Snow,54,12,38.1,0,15.6,1.2,139,1
2023-01-19,1,3,17,UA,United Airlines,SEA,BWI,Seattle,Baltimore,5215.5,Fog,Snow,90,11,44.1,0,0.0,0.0,15,1
2023-08-12,8,5,7,WN,Southwest Airlines,DEN,MCO,Denver,Orlando,2852.8,Clear,Cloudy,104,22,48.1,1,17.3,0.0,42,1
2023-02-11,2,5,11,B6,JetBlue Airways,ORD,DTW,Chicago O'Hare,Detroit,554.3,Snow,Cloudy,83,1,47.8,0,21.9,0.0,67,1
2023-09-10,9,6,6,AS,Alaska Airlines,SFO,ATL,San Francisco,Atlanta,4273.4,Fog,Clear,64,3,54.1,0,23.1,1.5,167,1
2023-01-05,1,3,21,DL,Delta Air Lines,SLC,JFK,Salt Lake City,New York JFK,4158.9,Fog,Rain,55,8,29.9,1,34.4,0.0,4,0
2023-09-29,9,4,21,NK,Spirit Airlines,DTW,ORD,Detroit,Chicago O'Hare,454.7,Clear,Wind,66,14,41.9,0,14.0,0.9,58,1
2023-11-10,11,4,20,DL,Delta Air Lines,SEA,BOS,Seattle,Boston,5765.0,Rain,Cloudy,66,24,38.2,0,9.2,0.0,50,1
2023-05-06,5,5,22,AA,American Airlines,MSP,BOS,Minneapolis,Boston,2438.3,Wind,Thunderstorm,68,17,46.4,0,27.2,0.0,5,0
2023-08-28,8,0,15,WN,Southwest Airlines,BWI,SFO,Baltimore,San Francisco,5066.1,Rain,Rain,60,23,37.1,1,19.9,0.0,-2,0
2023-05-12,5,4,19,DL,Delta Air Lines,LGA,JFK,New York LaGuardia,New York JFK,200.0,Clear,Wind,105,1,70.8,0,15.3,9.3,10,0
2023-03-09,3,3,19,F9,Frontier Airlines,PHX,ORD,Phoenix,Chicago O'Hare,2934.7,Fog,Thunderstorm,93,10,31.0,0,23.4,0.0,15,1
2023-09-07,9,3,9,WN,Southwest Airlines,DEN,LGA,Denver,New York LaGuardia,3412.7,Wind,Snow,67,6,50.1,0,0.0,0.0,15,1
2023-03-09,3,3,19,NK,Spirit Airlines,DEN,MSP,Denver,Minneapolis,1338.3,Thunderstorm,Rain,110,15,64.0,0,42.3,13.6,27,1
2023-08-24,8,3,18,F9,Frontier Airlines,LGA,ORD,New York LaGuardia,Chicago O'Hare,1557.7,Wind,Thunderstorm,112,5,51.5,0,17.9,0.0,155,1
2023-02-02,2,3,12,B6,JetBlue Airways,BOS,LAX,Boston,Los Angeles,5381.0,Wind,Fog,68,24,39.8,0,18.9,0.9,5,0
2023-05-19,5,4,9,UA,United Airlines,SEA,DTW,Seattle,Detroit,4286.7,Snow,Snow,61,14,18.9,0,27.9,0.0,74,1
2023-05-21,5,6,13,NK,Spirit Airlines,DEN,SFO,Denver,San Francisco,1951.9,Wind,Clear,75,2,46.1,0,6.0,0.0,14,0
2023-03-18,3,5,11,AA,American Airlines,MCO,CLT,Orlando,Charlotte,767.0,Snow,Snow,64,10,34.8,0,14.1,0.0,-2,0
2023-12-21,12,3,15,F9,Frontier Airlines,PHX,SEA,Phoenix,Seattle,1919.8,Rain,Fog,70,6,53.9,0,29.7,0.0,5,0
2023-01-19,1,3,10,UA,United Airlines,SEA,MIA,Seattle,Miami,5274.2,Snow,Thunderstorm,69,14,22.6,0,0.0,5.9,181,1
2023-09-14,9,3,6,AA,American Airlines,LAS,MIA,Las Vegas,Miami,4086.0,Fog,Cloudy,47,18,53.0,0,11.0,0.0,3,0
2023-08-16,8,2,21,AA,American Airlines,JFK,SEA,New York JFK,Seattle,5470.2,Snow,Clear,73,8,50.4,0,3.6,0.0,10,0
2023-10-26,10,3,11,F9,Frontier Airlines,MIA,LAS,Miami,Las Vegas,4024.7,Wind,Wind,84,16,48.4,0,15.5,0.0,92,1
2023-03-16,3,3,16,AA,American Airlines,ORD,CLT,Chicago O'Hare,Charlotte,1139.2,Clear,Snow,76,18,34.3,0,20.2,0.0,35,1
2023-05-09,5,1,22,AS,Alaska Airlines,MIA,DFW,Miami,Dallas/Fort Worth,1955.4,Thunderstorm,Cloudy,73,8,52.5,0,9.8,0.5,129,1
2023-11-12,11,6,9,UA,United Airlines,BOS,ATL,Boston,Atlanta,1780.6,Rain,Clear,79,5,40.4,0,18.5,5.9,2,0
